boyd2
[0, 1, 0]:MoveForwardAction:[0, 2, 0]:1.0
[13, 1, 1]:MoveForwardAction:1.0;
[12, 1, 1]:MoveForwardAction:1.0;
[11, 1, 1]:MoveForwardAction:1.0;
[10, 1, 1]:MoveForwardAction:1.0;
[9, 1, 1]:MoveForwardAction:1.0;
[8, 1, 1]:MoveForwardAction:1.0;
[7, 1, 1]:MoveForwardAction:1.0;
[6, 1, 1]:MoveForwardAction:1.0;
[5, 1, 1]:MoveForwardAction:1.0;
[4, 1, 1]:MoveForwardAction:1.0;
[3, 1, 1]:MoveForwardAction:1.0;
[2, 1, 1]:MoveForwardAction:1.0;
[1, 1, 1]:MoveForwardAction:1.0;
[0, 1, 1]:TurnRightAction:1.0;
[0, 1, 0]:MoveForwardAction:1.0;
[0, 2, 0]:MoveForwardAction:1.0;
[0, 3, 0]:MoveForwardAction:1.0;
[0, 4, 0]:MoveForwardAction:1.0;
[0, 5, 0]:TurnRightAction:1.0;
[0, 5, 3]:TurnRightAction:1.0;
[0, 5, 2]:MoveForwardAction:1.0;
[0, 4, 2]:MoveForwardAction:1.0;
[0, 3, 2]:MoveForwardAction:1.0;
[0, 2, 2]:MoveForwardAction:1.0;
[0, 1, 2]:TurnLeftAction:1.0;
[0, 1, 3]:MoveForwardAction:1.0;
[1, 1, 3]:MoveForwardAction:1.0;
[2, 1, 3]:MoveForwardAction:1.0;
[3, 1, 3]:MoveForwardAction:1.0;
[4, 1, 3]:MoveForwardAction:1.0;
[5, 1, 3]:MoveForwardAction:1.0;
[6, 1, 3]:MoveForwardAction:1.0;
ENDTRAJ
[0.5714285714285714, 0.0, 0.0, 0.0, 0.42857142857142855, 0.0]
40
0.005
3
3
0
0.015
[0.9627798937869286, 0.34406363083277836, 0.520208138390068, 0.5381999029521226, 0.47941314551447906, 0.2844901696917618]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
0
